Kingdom	Phylum	Class	Order	Family	Genus
ASV_21674	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9
ASV_21675	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_2
ASV_21676	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum
ASV_21677	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002
ASV_21678	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
ASV_21679	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA
ASV_21680	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_21681	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum
ASV_21682	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_2
ASV_21683	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
ASV_21684	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales_S24-7_group	NA
ASV_21685	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9
ASV_21686	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-005
ASV_21687	Bacteria	NA	NA	NA	NA	NA
ASV_21688	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_21689	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum
ASV_21690	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002
ASV_21691	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_21692	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group
ASV_21693	Bacteria	NA	NA	NA	NA	NA
ASV_21694	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_21695	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-010
ASV_21696	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9
ASV_21697	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9
ASV_21698	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_21699	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
ASV_21700	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA
ASV_21701	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae_UCG-003
ASV_21702	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA
ASV_21703	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-013
ASV_21704	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group
ASV_21705	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group
ASV_21706	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_21707	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_21708	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_21709	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9
ASV_21710	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002
ASV_21711	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Senegalimassilia
ASV_21712	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_2
ASV_21713	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira
ASV_21714	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_2
ASV_21715	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_21716	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum
ASV_21717	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_21718	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-005
ASV_21719	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_2
ASV_21720	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_21721	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia
ASV_21722	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014
ASV_21723	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	NA
ASV_21724	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
ASV_21725	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_9
ASV_21726	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_21727	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_2
ASV_21728	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus_2
ASV_21729	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9
ASV_21730	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-013
ASV_21731	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales_S24-7_group	NA
ASV_21732	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-005
ASV_21733	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
ASV_21734	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_21735	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_FCS020_group
ASV_21736	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
ASV_21737	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group
ASV_21738	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum
ASV_21739	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-005
ASV_21740	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014
ASV_21741	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_NK4A136_group
ASV_21742	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002
ASV_21743	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales_S24-7_group	NA
ASV_21744	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_21745	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-005
ASV_21746	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA
ASV_21747	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9
ASV_21748	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_21749	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_21750	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-005
ASV_21751	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales_S24-7_group	NA
ASV_21752	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9
ASV_21753	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_21754	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
ASV_21755	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_21756	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-005
ASV_21757	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_2
ASV_21758	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9
ASV_21759	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA
ASV_21760	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9
ASV_21761	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_2
ASV_21762	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	NA
ASV_21763	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002
ASV_21764	Bacteria	Bacteroidetes	NA	NA	NA	NA
ASV_21765	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002
ASV_21766	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_NK4A136_group
ASV_21767	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_21768	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group
ASV_21769	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_21770	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group
ASV_21771	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium
ASV_21772	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_21773	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014
ASV_21774	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
ASV_21775	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_21776	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_21777	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002
ASV_21778	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_2
ASV_21779	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group
ASV_21780	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_21781	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_NK4A214_group
ASV_21782	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Oribacterium
ASV_21783	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_21784	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium
ASV_21785	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_21786	Bacteria	Firmicutes	Bacilli	Bacillales	Family_XI	Gemella
ASV_21787	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium
ASV_21788	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_21789	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
ASV_21790	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9
ASV_21791	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group
ASV_21792	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9
ASV_21793	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
ASV_21794	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_21795	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
ASV_21796	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9
ASV_21797	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-013
ASV_21798	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum
ASV_21799	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_2
ASV_21800	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales	NA	NA
ASV_21801	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum
ASV_21802	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group
ASV_21803	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_21804	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_21805	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_21806	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Family_XIII_UCG-001
ASV_21807	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_21808	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_2
ASV_21809	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	NA
ASV_21810	Bacteria	NA	NA	NA	NA	NA
ASV_21811	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	NA
ASV_21812	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales_S24-7_group	NA
ASV_21813	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales_S24-7_group	NA
ASV_21814	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA
ASV_21815	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales	NA	NA
ASV_21816	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_21817	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_2
ASV_21818	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_NK4A136_group
ASV_21819	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA
ASV_21820	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_2
ASV_21821	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales_S24-7_group	NA
ASV_21822	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
ASV_21823	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum
ASV_21824	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	NA
ASV_21825	Bacteria	Tenericutes	Mollicutes	Anaeroplasmatales	Anaeroplasmataceae	Anaeroplasma
ASV_21826	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales_S24-7_group	NA
ASV_21827	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_21828	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014
ASV_21829	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA
ASV_21830	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales	NA	NA
ASV_21831	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum
ASV_21832	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_2
ASV_21833	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum
ASV_21834	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_2
ASV_21835	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group
ASV_21836	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002
ASV_21837	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA
ASV_21838	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_21839	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
ASV_21840	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_21841	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_21842	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_21843	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_NK4A136_group
ASV_21844	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	NA
ASV_21845	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_21846	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_21847	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_21848	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium
ASV_21849	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_5
ASV_21850	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium
ASV_21851	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Acidaminococcus
ASV_21852	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_5
ASV_21853	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_NK4A136_group
ASV_21854	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9
ASV_21855	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_21856	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Allisonella
ASV_21857	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio
ASV_21858	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
ASV_21859	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_21860	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9
ASV_21861	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas
ASV_21862	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA
ASV_21863	Bacteria	Firmicutes	NA	NA	NA	NA
ASV_21864	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_21865	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9
ASV_21866	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Allisonella
ASV_21867	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
ASV_21868	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio
ASV_21869	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group
ASV_21870	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_21871	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	NA
ASV_21872	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella
ASV_21873	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-010
ASV_21874	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_21875	Bacteria	Firmicutes	NA	NA	NA	NA
ASV_21876	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio
ASV_21877	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-005
ASV_21878	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF9	NA	NA
ASV_21879	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-005
ASV_21880	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
ASV_21881	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9
ASV_21882	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-010
ASV_21883	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Family_XIII_AD3011_group
ASV_21884	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9
ASV_21885	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_2
ASV_21886	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
ASV_21887	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
ASV_21888	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
ASV_21889	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002
ASV_21890	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Allisonella
ASV_21891	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9
ASV_21892	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_21893	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA
ASV_21894	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_21895	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus
ASV_21896	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_21897	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Allisonella
ASV_21898	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Allisonella
ASV_21899	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
ASV_21900	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Tyzzerella
ASV_21901	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-010
ASV_21902	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9
ASV_21903	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_21904	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF9	NA	NA
ASV_21905	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA
ASV_21906	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales	NA	NA
ASV_21907	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002
ASV_21908	Bacteria	Bacteroidetes	NA	NA	NA	NA
ASV_21909	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_2
ASV_21910	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002
ASV_21911	Bacteria	Bacteroidetes	NA	NA	NA	NA
ASV_21912	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014
ASV_21913	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales_S24-7_group	NA
ASV_21914	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002
ASV_21915	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV_21916	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_21917	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-010
ASV_21918	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_21919	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_21920	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_21921	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_21922	Bacteria	NA	NA	NA	NA	NA
ASV_21923	Bacteria	NA	NA	NA	NA	NA
ASV_21924	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA
ASV_21925	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_2
ASV_21926	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_21927	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA
ASV_21928	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002
ASV_21929	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Candidatus_Soleaferrea
ASV_21930	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
ASV_21931	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
ASV_21932	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002
ASV_21933	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
ASV_21934	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	NA
ASV_21935	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_21936	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_21937	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV_21938	Bacteria	Bacteroidetes	NA	NA	NA	NA
ASV_21939	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_21940	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_21941	Bacteria	NA	NA	NA	NA	NA
ASV_21942	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_NK4A214_group
ASV_21943	Bacteria	NA	NA	NA	NA	NA
ASV_21944	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002
ASV_21945	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus
